title,company,link,location
Principal AI Engineer,Oracle,https://www.naukri.com/job-listings-principal-ai-engineer-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-080925502914,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Responsible AI Engineer,Accenture,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-gurugram-3-to-6-years-080925921985,Gurugram
AI Engineer,IBM,https://www.naukri.com/job-listings-ai-engineer-ibm-india-pvt-limited-bengaluru-5-to-10-years-080925932870,Bengaluru
Associate Lead - AI Engineer,Bajaj Finance,https://www.naukri.com/job-listings-associate-lead-ai-engineer-bajaj-finance-limited-pune-5-to-8-years-040925904485,Pune
Responsible AI Engineer,Accenture,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-6-years-080925925777,Bengaluru
Gen AI Engineer,Mirafra,https://www.naukri.com/job-listings-gen-ai-engineer-mirafra-bengaluru-3-to-5-years-080925034755,Hybrid - Bengaluru
Responsible AI Engineer,Accenture,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-bengaluru-12-to-15-years-080925920831,Bengaluru
AI Engineer,Ecolab Global Services,https://www.naukri.com/job-listings-ai-engineer-ecolab-global-services-private-limited-bengaluru-4-to-9-years-090925915676,Bengaluru
Responsible AI Engineer,Accenture,https://www.naukri.com/job-listings-responsible-ai-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-6-years-080925927976,Bengaluru
Lead AI Engineer,APM Terminals,https://www.naukri.com/job-listings-lead-ai-engineer-apm-terminal-sport-india-bengaluru-8-to-13-years-050925504814,Bengaluru
GEN AI engineer,MoxieIT,https://www.naukri.com/job-listings-gen-ai-engineer-moxieit-digital-kolkata-chennai-bengaluru-4-to-9-years-090925021125,"Hybrid - Kolkata, Chennai, Bengaluru"
Ai Engineer,IBM,https://www.naukri.com/job-listings-ai-engineer-ibm-india-pvt-limited-bengaluru-1-to-5-years-100925940327,Bengaluru
Generative AI Engineer,Genpact,https://www.naukri.com/job-listings-generative-ai-engineer-genpact-hyderabad-bengaluru-4-to-7-years-090925017197,"Hybrid - Hyderabad, Bengaluru"
AI Engineer,DXC Technology,https://www.naukri.com/job-listings-ai-engineer-dxc-technology-bengaluru-2-to-5-years-090925503037,Bengaluru
Lead AI Engineer,Genisys Information Systems,https://www.naukri.com/job-listings-lead-ai-engineer-genisys-information-systems-bengaluru-7-to-12-years-100925023504,Bengaluru
AI Engineer Chatbot/Helpbot,IndiaMART,https://www.naukri.com/job-listings-ai-engineer-chatbot-helpbot-indiamart-intermesh-ltd-noida-0-to-2-years-090925502441,Noida
Generative AI Engineer,Citiustech,https://www.naukri.com/job-listings-generative-ai-engineer-citiustech-pune-chennai-6-to-11-years-110925037812,"Hybrid - Pune, Chennai"
Agentic AI Engineer,o3 Technology Solutions,https://www.naukri.com/job-listings-agentic-ai-engineer-o3-technology-solutions-pune-0-to-2-years-110925034138,Pune
AI Engineer,Ecolab Global Services,https://www.naukri.com/job-listings-ai-engineer-ecolab-global-services-private-limited-bengaluru-4-to-9-years-090925915676,Bengaluru
AI Engineer,Mahindra Mahindra Limited.,https://www.naukri.com/job-listings-ai-engineer-mahindra-mahindra-limited-mumbai-2-to-7-years-090925501297,Mumbai
AI Engineer,Apptad Inc,https://www.naukri.com/job-listings-ai-engineer-apptad-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-100925504125,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Ai Engineer,IBM,https://www.naukri.com/job-listings-ai-engineer-ibm-india-pvt-limited-bengaluru-1-to-6-years-100925939771,Bengaluru
Generative AI Engineer,Leading Client,https://www.naukri.com/job-listings-generative-ai-engineer-zorba-consulting-india-pvt-ltd-noida-7-to-10-years-100925922842,Noida
Lead AI Engineer,Ecolab Global Services,https://www.naukri.com/job-listings-lead-ai-engineer-ecolab-global-services-private-limited-bengaluru-2-to-6-years-080925922228,Bengaluru
Gen AI - Engineer,Iris Software,https://www.naukri.com/job-listings-gen-ai-engineer-iris-software-technologies-private-limited-noida-4-to-9-years-110925930642,Noida
Lead AI Engineer,APM Terminals,https://www.naukri.com/job-listings-lead-ai-engineer-apm-terminal-sport-india-bengaluru-8-to-13-years-050925504814,Bengaluru
Associate Lead - AI Engineer,Bajaj Finance,https://www.naukri.com/job-listings-associate-lead-ai-engineer-bajaj-finance-limited-pune-5-to-8-years-040925904485,Pune
Associate Lead - AI Engineer,Bajaj Finance,https://www.naukri.com/job-listings-associate-lead-ai-engineer-bajaj-finance-limited-pune-5-to-8-years-040925904334,Pune
Principal AI Engineer,Oracle,https://www.naukri.com/job-listings-principal-ai-engineer-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-080925502914,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
AI Engineer,Shashwath Solution,https://www.naukri.com/job-listings-ai-engineer-shashwath-solution-hyderabad-pune-bengaluru-5-to-8-years-110925915262,"Hyderabad, Pune, Bengaluru"
AI Engineer,Lowes Services India Private limited,https://www.naukri.com/job-listings-ai-engineer-lowes-services-india-private-limited-bengaluru-2-to-5-years-110925502757,Bengaluru
AI Engineer Chatbot/Helpbot,IndiaMART,https://www.naukri.com/job-listings-ai-engineer-chatbot-helpbot-indiamart-intermesh-ltd-noida-0-to-2-years-090925502441,Noida
Agentic AI Engineer,o3 Technology Solutions,https://www.naukri.com/job-listings-agentic-ai-engineer-o3-technology-solutions-pune-0-to-2-years-110925034138,Pune
Generative AI Engineer,Genpact,https://www.naukri.com/job-listings-generative-ai-engineer-genpact-hyderabad-bengaluru-4-to-7-years-090925017197,"Hybrid - Hyderabad, Bengaluru"
AI Engineer,Lowes Services India Private limited,https://www.naukri.com/job-listings-ai-engineer-lowes-services-india-private-limited-bengaluru-2-to-5-years-110925502757,Bengaluru
Ai Engineer,IBM,https://www.naukri.com/job-listings-ai-engineer-ibm-india-pvt-limited-bengaluru-1-to-5-years-100925940327,Bengaluru
AI Engineer,DXC Technology,https://www.naukri.com/job-listings-ai-engineer-dxc-technology-bengaluru-2-to-5-years-090925503037,Bengaluru
Ai Engineer,IBM,https://www.naukri.com/job-listings-ai-engineer-ibm-india-pvt-limited-bengaluru-1-to-6-years-100925939771,Bengaluru
AI Engineer,Mahindra Mahindra Limited.,https://www.naukri.com/job-listings-ai-engineer-mahindra-mahindra-limited-mumbai-2-to-7-years-090925501297,Mumbai
AI Engineer,Apptad Inc,https://www.naukri.com/job-listings-ai-engineer-apptad-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-100925504125,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead AI Engineer,Ecolab Global Services,https://www.naukri.com/job-listings-lead-ai-engineer-ecolab-global-services-private-limited-bengaluru-2-to-6-years-080925922228,Bengaluru
Generative AI Engineer,Citiustech,https://www.naukri.com/job-listings-generative-ai-engineer-citiustech-pune-chennai-6-to-11-years-110925037812,"Hybrid - Pune, Chennai"
Principal AI Engineer,Oracle,https://www.naukri.com/job-listings-principal-ai-engineer-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-080925502914,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Associate Lead - AI Engineer,Bajaj Finance,https://www.naukri.com/job-listings-associate-lead-ai-engineer-bajaj-finance-limited-pune-5-to-8-years-040925904485,Pune
Associate Lead - AI Engineer,Bajaj Finance,https://www.naukri.com/job-listings-associate-lead-ai-engineer-bajaj-finance-limited-pune-5-to-8-years-040925904334,Pune
Lead AI Engineer,Genisys Information Systems,https://www.naukri.com/job-listings-lead-ai-engineer-genisys-information-systems-bengaluru-7-to-12-years-100925023504,Bengaluru
AI Engineer,Ecolab Global Services,https://www.naukri.com/job-listings-ai-engineer-ecolab-global-services-private-limited-bengaluru-4-to-9-years-090925915676,Bengaluru
Gen AI - Engineer,Iris Software,https://www.naukri.com/job-listings-gen-ai-engineer-iris-software-technologies-private-limited-noida-4-to-9-years-110925930642,Noida
Lead AI Engineer,APM Terminals,https://www.naukri.com/job-listings-lead-ai-engineer-apm-terminal-sport-india-bengaluru-8-to-13-years-050925504814,Bengaluru
AI Engineer,Shashwath Solution,https://www.naukri.com/job-listings-ai-engineer-shashwath-solution-hyderabad-pune-bengaluru-5-to-8-years-110925915262,"Hyderabad, Pune, Bengaluru"
Generative AI Engineer,Leading Client,https://www.naukri.com/job-listings-generative-ai-engineer-zorba-consulting-india-pvt-ltd-noida-7-to-10-years-100925922842,Noida
AI Engineer Opportunity @ FourKites,Fourkites,https://www.naukri.com/job-listings-ai-engineer-opportunity-fourkites-fourkites-chennai-4-to-8-years-190525009571,Hybrid - Chennai
Looking For AI Engineer - Face To Face  Interview,Quality Staffing Solutions,https://www.naukri.com/job-listings-looking-for-ai-engineer-face-to-face-interview-quality-staffing-solutions-chennai-5-to-10-years-090925027793,Chennai
Gen AI Engineer,Biz Tecno,https://www.naukri.com/job-listings-gen-ai-engineer-biz-infotecno-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-130125503024,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
AI Engineer,Five9,https://www.naukri.com/job-listings-ai-engineer-five9-chennai-3-to-8-years-010925503501,Chennai
Gen AI Engineer - (Chennai And Coimbatore),Cognizant,https://www.naukri.com/job-listings-gen-ai-engineer-chennai-and-coimbatore-cognizant-chennai-coimbatore-6-to-11-years-160925022378,"Hybrid - Chennai, Coimbatore"
Lead AI Engineer,Chubb,https://www.naukri.com/job-listings-lead-ai-engineer-chubb-hyderabad-chennai-bengaluru-7-to-12-years-310825004789,"Chennai, Hyderabad, Bengaluru"
AI Engineer,Apptad Inc,https://www.naukri.com/job-listings-ai-engineer-apptad-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-100925504125,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
AI Engineer - FTE Conversion,Blackbox Analytics & Solutions Private Limited,https://www.naukri.com/job-listings-ai-engineer-fte-conversion-blackbox-analytics-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-020925503333,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Generative AI Engineer,Citiustech,https://www.naukri.com/job-listings-generative-ai-engineer-citiustech-pune-chennai-6-to-11-years-110925037812,"Hybrid - Chennai, Pune"
AI Ops Engineer II,Trimble Inc.,https://www.naukri.com/job-listings-ai-ops-engineer-ii-trimble-inc-chennai-3-to-6-years-120925501555,Chennai
Principal AI Engineer,Oracle,https://www.naukri.com/job-listings-principal-ai-engineer-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-080925502914,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead AI Engineer,Hitachi Digital Services,https://www.naukri.com/job-listings-lead-ai-engineer-hitachi-digital-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-7-years-280425504830,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Gen AI +  Agentic AI Engineer,Wipro,https://www.naukri.com/job-listings-gen-ai-agentic-ai-engineer-wipro-pune-chennai-bengaluru-5-to-10-years-270825022278,"Hybrid - Chennai, Pune, Bengaluru"
AI Ops - Engineer II,Trimble Applanix,https://www.naukri.com/job-listings-ai-ops-engineer-ii-applanix-chennai-2-to-5-years-010925501735,Chennai
AI Engineer - WGDT,Wadhwani Foundation,https://www.naukri.com/job-listings-ai-engineer-wgdt-wadhwani-institute-of-technology-and-policy-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-250825503425,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead - AI Engineer,Ignitho,https://www.naukri.com/job-listings-lead-ai-engineer-ignitho-technologies-india-pvt-ltd-chennai-3-to-4-years-190725501149,Chennai
AI Engineer,CCS technologies,https://www.naukri.com/job-listings-ai-engineer-ccs-technologies-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-6-years-210825501378,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
AI Engineer,LLP S3bglobal Technologies,https://www.naukri.com/job-listings-ai-engineer-s3b-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-040825507229,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead AI Engineer,Isteer Technologies,https://www.naukri.com/job-listings-lead-ai-engineer-isteer-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-210625500504,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead AI Engineer,Pioneer Services,https://www.naukri.com/job-listings-lead-ai-engineer-pioneer-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-120725502977,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
AI Engineer Opportunity @ FourKites,Fourkites,https://www.naukri.com/job-listings-ai-engineer-opportunity-fourkites-fourkites-chennai-4-to-8-years-190525009571,Hybrid - Chennai
Looking For AI Engineer - Face To Face  Interview,Quality Staffing Solutions,https://www.naukri.com/job-listings-looking-for-ai-engineer-face-to-face-interview-quality-staffing-solutions-chennai-5-to-10-years-090925027793,Chennai
Gen AI Engineer,Biz Tecno,https://www.naukri.com/job-listings-gen-ai-engineer-biz-infotecno-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-130125503024,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
AI Engineer,Five9,https://www.naukri.com/job-listings-ai-engineer-five9-chennai-3-to-8-years-010925503501,Chennai
Gen AI Engineer - (Chennai And Coimbatore),Cognizant,https://www.naukri.com/job-listings-gen-ai-engineer-chennai-and-coimbatore-cognizant-chennai-coimbatore-6-to-11-years-160925022378,"Hybrid - Chennai, Coimbatore"
Lead AI Engineer,Chubb,https://www.naukri.com/job-listings-lead-ai-engineer-chubb-hyderabad-chennai-bengaluru-7-to-12-years-310825004789,"Chennai, Hyderabad, Bengaluru"
AI Engineer,Apptad Inc,https://www.naukri.com/job-listings-ai-engineer-apptad-inc-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-7-years-100925504125,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
AI Engineer - FTE Conversion,Blackbox Analytics & Solutions Private Limited,https://www.naukri.com/job-listings-ai-engineer-fte-conversion-blackbox-analytics-solutions-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-5-years-020925503333,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Generative AI Engineer,Citiustech,https://www.naukri.com/job-listings-generative-ai-engineer-citiustech-pune-chennai-6-to-11-years-110925037812,"Hybrid - Chennai, Pune"
AI Ops Engineer II,Trimble Inc.,https://www.naukri.com/job-listings-ai-ops-engineer-ii-trimble-inc-chennai-3-to-6-years-120925501555,Chennai
Principal AI Engineer,Oracle,https://www.naukri.com/job-listings-principal-ai-engineer-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-080925502914,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead AI Engineer,Hitachi Digital Services,https://www.naukri.com/job-listings-lead-ai-engineer-hitachi-digital-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-7-years-280425504830,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Gen AI +  Agentic AI Engineer,Wipro,https://www.naukri.com/job-listings-gen-ai-agentic-ai-engineer-wipro-pune-chennai-bengaluru-5-to-10-years-270825022278,"Hybrid - Chennai, Pune, Bengaluru"
AI Ops - Engineer II,Trimble Applanix,https://www.naukri.com/job-listings-ai-ops-engineer-ii-applanix-chennai-2-to-5-years-010925501735,Chennai
AI Engineer - WGDT,Wadhwani Foundation,https://www.naukri.com/job-listings-ai-engineer-wgdt-wadhwani-institute-of-technology-and-policy-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-250825503425,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead - AI Engineer,Ignitho,https://www.naukri.com/job-listings-lead-ai-engineer-ignitho-technologies-india-pvt-ltd-chennai-3-to-4-years-190725501149,Chennai
AI Engineer,CCS technologies,https://www.naukri.com/job-listings-ai-engineer-ccs-technologies-p-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-6-years-210825501378,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
AI Engineer,LLP S3bglobal Technologies,https://www.naukri.com/job-listings-ai-engineer-s3b-global-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-5-years-040825507229,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead AI Engineer,Isteer Technologies,https://www.naukri.com/job-listings-lead-ai-engineer-isteer-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-210625500504,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
Lead AI Engineer,Pioneer Services,https://www.naukri.com/job-listings-lead-ai-engineer-pioneer-services-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-8-to-13-years-120725502977,"Chennai, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Bengaluru"
